time,total_load_hvac
0,10.370499999999998
5,10.776499999999999
10,11.032499999999999
15,11.498500000000002
20,11.6295
25,12.0505
30,12.341999999999999
35,12.737999999999998
40,13.1845
45,13.641
50,13.942499999999999
55,14.344
60,14.7355
65,15.392
70,16.014
75,16.4105
80,16.8475
85,17.404500000000002
90,18.0265
95,18.543499999999998
100,19.415999999999997
105,20.0335
110,86.3328192186
115,90.0513432784
120,91.37963229136
125,93.35735951708
130,95.20761820011998
135,97.80152713000001
140,103.08959128000001
145,102.9922427076
150,105.50486552192
155,106.78277929955999
160,112.32407443636001
165,114.8254928744
170,113.48839803492001
175,120.1188314494
180,123.11305657104
185,123.92513944755999
190,127.97052028124001
195,131.00753489675998
200,135.77457902792003
205,139.42816895856
210,144.000819997
215,145.22633925048
220,150.32421462316
225,154.86017001672002
230,160.13766360336
235,164.95251413044
240,168.0222032592
245,172.87725147063998
250,176.05617538692
255,182.86708924272003
260,187.92140107248002
265,193.52327516628
270,196.63065018036002
275,204.06551273408002
280,207.12681502736
285,213.63399649996
290,218.80142304576003
295,227.70695827080002
300,233.6392167692
305,239.63671456216002
310,245.13539815584002
315,252.51552703212
320,260.04247377923997
325,268.44065577932
330,270.99323674712
335,279.84663213344004
340,287.75929875644
345,296.80880749011993
350,304.18038555476
355,311.03755808996
360,319.23811753964003
365,330.593741253
370,340.53728453948
375,348.44688418744
380,357.44797993256
385,366.3614587622001
390,373.44482742675996
395,384.29975429052
400,392.76558071092006
405,400.95060119412
410,412.39064893504
415,420.7441196658
420,427.3085546449199
425,438.3209402957201
430,446.24712448120005
435,456.54353955095996
440,473.28783685344
445,483.59151586152
450,493.64194839096
455,504.83817472379997
460,509.66290323444
465,523.5400611319201
470,534.81409172916
475,540.7319417419201
480,554.82557458488
485,564.05204394264
490,580.6678401248801
495,587.50776049048
500,599.9029846124
505,610.6766215872801
510,620.42552183228
515,631.59146518904
520,641.42698930536
525,648.76415732644
530,668.1501940615601
535,675.6483376629201
540,686.7883962824
545,698.8635995568
550,705.7205980284
555,714.20663051868
560,722.81082023948
565,735.7385456004401
570,742.53987289632
575,760.7659155702
580,768.75901031616
585,774.58461602448
590,783.35293342704
595,788.6393493292799
600,798.8065928690401
605,807.20992732152
610,820.7208069691198
615,819.5210313354
620,833.47357361208
625,845.98625271792
630,848.3993241017599
635,851.81319670896
640,863.5401443331599
645,864.9386896319199
650,871.9212601494
655,877.59259314776
660,878.2054115691999
665,884.9126219829999
670,890.55734838684
675,893.35342645628
680,901.91393320668
685,900.48622577644
690,902.3863548029201
695,904.11807692428
700,904.6563350698401
705,907.9462512662401
710,905.06995324264
715,911.6819582539999
720,916.55243308636
725,906.21776377576
730,907.09091518444
735,903.1935277501201
740,905.14155894436
745,903.8746731900001
750,900.1225629061998
755,898.51595117556
760,895.0285514633201
765,896.2535143822001
770,891.4002670844
775,886.6744707583201
780,880.89366874988
785,878.80418049848
790,873.3217788517601
795,864.48392292764
800,861.5291460751201
805,853.48703732484
810,850.9607361228
815,846.08498338912
820,830.20496505468
825,824.9620203012
830,815.21889679788
835,807.0071391234
840,798.8617470732
845,792.2966018473201
850,781.37348638668
855,775.5496058316
860,764.2700670097199
865,758.7126644241599
870,742.17691462968
875,735.58289583136
880,724.9999294388401
885,715.19183978512
890,708.1588529408
895,693.95393353256
900,687.44644830168
905,676.5587261836799
910,667.08684000548
915,650.1856719510799
920,641.17786625184
925,629.1111969462399
930,619.9726304890401
935,608.80686716792
940,600.7473577011999
945,587.7022888495601
950,582.7380688542
955,562.70353673436
960,555.220654638
965,543.3584056813199
970,533.578673295
975,520.9405119294
980,511.29687835620007
985,505.38865825380003
990,493.3455015903601
995,483.54896901383995
1000,472.79765396988
1005,456.33983135235997
1010,446.45405938332
1015,439.74026315588003
1020,429.23918689244
1025,421.265893475
1030,410.31718451296
1035,403.01196043772
1040,391.9219000498
1045,383.89994950240003
1050,372.87836100079994
1055,367.00247555404
1060,359.2898635842
1065,349.30081679792
1070,340.64862340668003
1075,329.72751797568003
1080,319.94343783948
1085,310.71685815288004
1090,303.5488493625601
1095,295.48605197155996
1100,288.37715323835994
1105,278.14230328947997
1110,273.33237467211995
1115,268.00552964496
1120,259.55160869964
1125,251.40047098655998
1130,245.33912595316
1135,238.14746916424
1140,232.6535556156
1145,226.9224775368
1150,221.24854237071997
1155,214.10627420103998
1160,209.82199112592002
1165,203.40868785043997
1170,197.74252901956
1175,192.69618607288
1180,187.36512091324
1185,183.33869653320002
1190,176.77776136228
1195,173.85051037536002
1200,167.35723468832
1205,162.69970344179998
1210,159.17656338524
1215,155.47056792171998
1220,149.52211884032
1225,145.78065561452001
1230,142.77497594804
1235,139.00633841384
1240,134.56831026252001
1245,132.21287404432002
1250,127.30864169444
1255,123.43610412576001
1260,121.50562499708
1265,118.99568152392
1270,115.38591082275998
1275,114.60817007316
1280,113.13752325564
1285,108.64345722336002
1290,104.30708428975998
1295,101.74695198788001
1300,99.88237179616002
1305,97.78079492132001
1310,94.61525609707999
1315,93.62623182436002
1320,90.76971468668002
1325,90.62721801404
1330,87.13329557444001
1335,20.1285
1340,19.585999999999995
1345,18.528499999999998
1350,18.101499999999998
1355,17.3195
1360,16.9225
1365,16.5805
1370,15.809000000000001
1375,15.277
1380,14.790500000000002
1385,14.399000000000001
1390,14.1175
1395,13.531
1400,13.2995
1405,12.642999999999997
1410,12.456999999999999
1415,12.040499999999998
1420,11.7495
1425,11.4585
1430,11.0975
1435,10.696499999999999
0,10.4355
5,10.821499999999999
10,11.087499999999999
15,11.2535
20,11.5645
25,11.9355
30,12.402
35,12.437999999999997
40,13.0545
45,13.511000000000001
50,14.0375
55,14.189
60,14.9055
65,15.417
70,15.909
75,16.2605
80,16.9675
85,17.594500000000004
90,18.1165
95,18.743499999999997
100,19.375999999999994
105,20.2135
110,87.86117546364001
115,90.66117475748
120,93.21312323795999
125,94.54898641375999
130,93.29213800784
135,97.22408024844
140,102.59087846788
145,102.06428614712
150,105.75897441023999
155,108.25975676252
160,110.13161401824001
165,112.65043972128
170,115.58918758368002
175,119.57621542064001
180,122.36426898756002
185,126.04209477696
190,128.68013688272
195,132.54546600024
200,135.76608342164002
205,138.28712123864
210,141.46553801176
215,146.08357107856
220,150.16402398487998
225,154.74554060912
230,160.68560904511997
235,163.67445456372
240,167.66434039292
245,171.99337298196
250,176.64060176704
255,180.87016819064002
260,187.58584668715997
265,192.09705777920001
270,196.80585807132002
275,204.35766508031998
280,210.66086266643998
285,214.55159523108006
290,222.00388728856
295,227.32139021244
300,234.41116099044
305,239.15124531199996
310,246.49587885879998
315,252.10027643496
320,260.45659891176
325,267.00469251752
330,271.40177731292
335,281.06582612828
340,285.99565366068003
345,294.34048179536
350,301.5791196838801
355,309.3894512772
360,318.54747522052
365,332.99095575955994
370,340.25157681192
375,347.88954934952
380,360.3395577046
385,366.4423038384
390,375.6048474688
395,382.54823279408
400,393.95897725224
405,402.32675165588
410,410.19620172776
415,419.47858486356006
420,430.26188396716
425,438.52431816624005
430,448.89832421996005
435,457.33915870559997
440,475.66866510840003
445,484.39837439723993
450,495.1435432946399
455,505.38578216604003
460,512.91855322884
465,524.17119115032
470,531.78217257972
475,542.1845402976
480,551.78940395124
485,561.86656019784
490,582.59871381112
495,590.60591557656
500,597.1262338441999
505,608.10727140684
510,619.07011660712
515,631.29759616804
520,642.5907453821201
525,649.5982758933601
530,669.459223038
535,676.85974971728
540,687.0520683204401
545,694.643557759
550,705.77554936612
555,717.04392274208
560,724.5702966210399
565,735.75646901328
570,742.6438272733601
575,758.51915634084
580,767.8842355515599
585,772.5513254811601
590,786.22865609508
595,794.4098413776
600,802.7997699072
605,806.66045296956
610,817.5329028931201
615,821.36924952096
620,829.64661306492
625,843.64663054008
630,850.8416606804399
635,854.85437047188
640,861.63626319992
645,866.2177042097999
650,875.0611840694401
655,879.1272526751201
660,881.207970732
665,887.8552559109199
670,893.15654095064
675,892.7754199767601
680,899.83294014068
685,898.91193517652
690,899.65241148876
695,906.430160031
700,907.1773670298801
705,904.50138336432
710,907.02948288608
715,908.67176529156
720,918.54746341552
725,903.4623151678
730,906.3099446112401
735,907.6505675138799
740,906.7599523822801
745,898.9352560714801
750,902.1737285351201
755,901.07560836896
760,896.1015273424
765,893.0429457658001
770,889.6542113038001
775,884.76209628628
780,878.7935559611201
785,876.35126005812
790,872.6940274910801
795,865.7540231917201
800,858.76880885828
805,856.7857633322401
810,848.816687407
815,841.5878045812
820,831.54838895328
825,822.06712663128
830,812.0035067650799
835,808.5099443350799
840,801.87524654652
845,792.24751644264
850,783.00774417024
855,775.2227085618001
860,766.59593217252
865,757.7200364725202
870,742.31590532764
875,732.6479894762
880,724.1830703124799
885,713.06582444316
890,707.64686953808
895,697.79963287384
900,687.46461330424
905,678.28443517348
910,666.8572172584801
915,650.2525608937201
920,640.265165528
925,629.77255562052
930,621.0826574683999
935,611.27381679924
940,600.406048472
945,589.9107144304401
950,580.2349310528
955,561.4875210931201
960,551.8878061062001
965,545.08552329492
970,533.7265949115599
975,521.8345360600799
980,513.0585850998
985,503.43580681799995
990,491.83095592068
995,480.56097425147993
1000,476.69289694860004
1005,458.6240153614
1010,447.37197237128
1015,437.6503917608401
1020,429.21930604168
1025,419.85939218247995
1030,406.6874683703601
1035,401.36883726656004
1040,390.4995538183601
1045,382.43391931856
1050,374.58754630908004
1055,365.24164246680004
1060,358.40896734076
